file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\changes\CompilationUnitReorgChange.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.changes.CompilationUnitReorgChange,"markAsExecuted/2[org.eclipse.jdt.ls.core.internal.corext.refactoring.changes.ICompilationUnit,org.eclipse.jdt.ls.core.internal.corext.refactoring.changes.ResourceMapping]",false,111,3,1,1,0,2,2,7,0,1,2,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,15,2,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\changes\CompilationUnitReorgChange.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.changes.CompilationUnitReorgChange,getPackageName/1[org.eclipse.jdt.ls.core.internal.corext.refactoring.changes.IPackageFragment],false,107,2,3,2,1,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\changes\CompilationUnitReorgChange.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.changes.CompilationUnitReorgChange,getNewName/0,false,100,0,2,2,0,2,1,6,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9,1,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\handlers\ClasspathUpdateHandler.java,org.eclipse.jdt.ls.core.internal.handlers.ClasspathUpdateHandler,isClasspathChanged/1[int],false,134,0,1,1,0,2,0,3,1,0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,4,2,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\handlers\ClasspathUpdateHandler.java,org.eclipse.jdt.ls.core.internal.handlers.ClasspathUpdateHandler,elementChanged/1[org.eclipse.jdt.ls.core.internal.handlers.ElementChangedEvent],false,52,9,6,0,6,8,15,43,0,6,1,15,1,2,1,4,0,0,1,0,6,0,5,1,0,0,43,1,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\handlers\ClasspathUpdateHandler.java,org.eclipse.jdt.ls.core.internal.handlers.ClasspathUpdateHandler,"processDeltaChildren/2[org.eclipse.jdt.ls.core.internal.handlers.IJavaElementDelta,java.util.Set<java.lang.String>]",false,106,2,2,1,1,2,2,6,1,0,2,2,1,2,1,0,0,0,0,0,1,0,1,0,0,0,8,2,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\handlers\ClasspathUpdateHandler.java,org.eclipse.jdt.ls.core.internal.handlers.ClasspathUpdateHandler,removeElementChangeListener/0,false,102,0,1,1,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\handlers\ClasspathUpdateHandler.java,org.eclipse.jdt.ls.core.internal.handlers.ClasspathUpdateHandler,"processDelta/2[org.eclipse.jdt.ls.core.internal.handlers.IJavaElementDelta,java.util.Set<java.lang.String>]",false,113,4,4,2,2,5,11,20,1,2,2,11,2,1,0,1,0,0,0,0,4,0,3,0,0,0,14,2,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\handlers\ClasspathUpdateHandler.java,org.eclipse.jdt.ls.core.internal.handlers.ClasspathUpdateHandler,ClasspathUpdateHandler/1[org.eclipse.jdt.ls.core.internal.JavaClientConnection],true,47,1,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\handlers\ClasspathUpdateHandler.java,org.eclipse.jdt.ls.core.internal.handlers.ClasspathUpdateHandler,addElementChangeListener/0,false,98,0,1,1,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\SourceRangeFactory.java,org.eclipse.jdt.ls.core.internal.corext.SourceRangeFactory,create/1[org.eclipse.jdt.ls.core.internal.corext.IProblem],false,28,3,0,0,0,1,2,3,1,0,1,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,6,9,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\SourceRangeFactory.java,org.eclipse.jdt.ls.core.internal.corext.SourceRangeFactory,create/1[org.eclipse.jdt.ls.core.internal.corext.ASTNode],false,24,3,3,3,0,1,2,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.tests\src\org\eclipse\jdt\ls\core\internal\codemanipulation\AbstractSourceTestCase.java,org.eclipse.jdt.ls.core.internal.codemanipulation.AbstractSourceTestCase,setUp/0,false,80,3,2,0,2,1,10,10,0,0,0,10,1,1,0,0,0,0,4,0,5,0,0,0,0,0,20,1,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.tests\src\org\eclipse\jdt\ls\core\internal\codemanipulation\AbstractSourceTestCase.java,org.eclipse.jdt.ls.core.internal.codemanipulation.AbstractSourceTestCase,initCodeTemplates/0,false,45,0,1,1,0,1,4,27,0,10,0,4,0,0,0,0,0,0,23,0,10,6,0,0,0,0,30,2,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.tests\src\org\eclipse\jdt\ls\core\internal\codemanipulation\AbstractSourceTestCase.java,org.eclipse.jdt.ls.core.internal.codemanipulation.AbstractSourceTestCase,"compareSource/2[java.lang.String,java.lang.String]",false,92,0,20,20,0,11,4,30,2,7,2,4,0,0,1,8,0,1,6,1,7,3,3,0,0,0,25,9,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\preferences\CodeTemplatePreferences.java,org.eclipse.jdt.ls.core.internal.preferences.CodeTemplatePreferences$Day,resolve/1[org.eclipse.jdt.ls.core.internal.preferences.TemplateContext],false,247,1,0,0,0,1,3,3,1,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\preferences\CodeTemplatePreferences.java,org.eclipse.jdt.ls.core.internal.preferences.CodeTemplatePreferences$Day,Day/0,true,242,0,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\rename\RenameCompilationUnitProcessor.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.rename.RenameCompilationUnitProcessor,"RenameCompilationUnitProcessor/2[org.eclipse.jdt.ls.core.internal.corext.refactoring.rename.JavaRefactoringArguments,org.eclipse.jdt.ls.core.internal.corext.refactoring.rename.RefactoringStatus]",true,85,3,1,0,1,1,2,4,0,1,2,2,1,5,0,0,0,0,0,0,1,0,0,0,0,0,11,1,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\rename\RenameCompilationUnitProcessor.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.rename.RenameCompilationUnitProcessor,getIdentifier/0,false,91,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\rename\RenameCompilationUnitProcessor.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.rename.RenameCompilationUnitProcessor,getUpdateTextualMatches/0,false,200,1,1,0,1,2,1,6,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,10,1,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\rename\RenameCompilationUnitProcessor.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.rename.RenameCompilationUnitProcessor,setNewElementName/1[java.lang.String],false,173,2,4,2,2,2,2,6,0,0,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,12,1,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\rename\RenameCompilationUnitProcessor.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.rename.RenameCompilationUnitProcessor,computeRenameTypeRefactoring/0,false,388,3,5,2,3,4,4,15,1,1,0,4,2,2,0,3,0,0,0,1,6,0,1,0,0,0,21,2,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\rename\RenameCompilationUnitProcessor.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.rename.RenameCompilationUnitProcessor,"postCreateChange/2[org.eclipse.jdt.ls.core.internal.corext.refactoring.rename.Change[],org.eclipse.jdt.ls.core.internal.corext.refactoring.rename.IProgressMonitor]",false,482,3,1,0,1,2,2,6,2,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,1,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\rename\RenameCompilationUnitProcessor.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.rename.RenameCompilationUnitProcessor,getChangedFiles/0,false,130,1,0,0,0,3,1,9,2,1,0,1,0,0,0,1,0,0,0,1,1,0,2,0,0,0,14,4,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\rename\RenameCompilationUnitProcessor.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.rename.RenameCompilationUnitProcessor,setUpdateSimilarDeclarations/1[boolean],false,285,1,1,0,1,2,1,6,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,10,1,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\rename\RenameCompilationUnitProcessor.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.rename.RenameCompilationUnitProcessor,"doCheckFinalConditions/2[org.eclipse.jdt.ls.core.internal.corext.refactoring.rename.IProgressMonitor,org.eclipse.jdt.ls.core.internal.corext.refactoring.rename.CheckConditionsContext]",false,363,5,3,0,3,5,11,25,2,2,2,11,1,1,0,0,1,1,0,0,2,0,3,0,0,0,23,4,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\rename\RenameCompilationUnitProcessor.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.rename.RenameCompilationUnitProcessor,initialize/1[org.eclipse.jdt.ls.core.internal.corext.refactoring.rename.JavaRefactoringArguments],false,489,6,5,1,4,8,13,24,5,3,1,13,3,4,0,5,1,0,0,1,4,0,1,0,0,0,25,2,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\rename\RenameCompilationUnitProcessor.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.rename.RenameCompilationUnitProcessor,getSimpleCUName/0,false,417,1,4,3,1,1,2,3,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\rename\RenameCompilationUnitProcessor.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.rename.RenameCompilationUnitProcessor,getRenameTypeProcessor/0,false,519,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,true
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\rename\RenameCompilationUnitProcessor.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.rename.RenameCompilationUnitProcessor,canEnableTextUpdating/0,false,192,1,1,0,1,2,1,6,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,10,1,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\rename\RenameCompilationUnitProcessor.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.rename.RenameCompilationUnitProcessor,canEnableQualifiedNameUpdating/0,false,234,1,1,0,1,2,1,6,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,11,1,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\rename\RenameCompilationUnitProcessor.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.rename.RenameCompilationUnitProcessor,getRefactoredJavaElement/1[org.eclipse.jdt.ls.core.internal.corext.refactoring.rename.IJavaElement],false,333,2,1,0,1,2,1,6,2,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,11,1,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\rename\RenameCompilationUnitProcessor.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.rename.RenameCompilationUnitProcessor,RenameCompilationUnitProcessor/1[org.eclipse.jdt.ls.core.internal.corext.refactoring.rename.ICompilationUnit],true,77,2,3,1,2,2,3,7,0,0,1,3,2,4,0,1,0,0,0,0,1,0,1,0,0,0,31,1,0,true
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\rename\RenameCompilationUnitProcessor.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.rename.RenameCompilationUnitProcessor,setMatchStrategy/1[int],false,310,1,1,0,1,2,1,6,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9,1,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\rename\RenameCompilationUnitProcessor.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.rename.RenameCompilationUnitProcessor,setUpdateTextualMatches/1[boolean],false,208,1,1,0,1,2,1,5,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,10,1,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\rename\RenameCompilationUnitProcessor.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.rename.RenameCompilationUnitProcessor,setFilePatterns/1[java.lang.String],false,266,1,1,0,1,2,1,6,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9,1,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\rename\RenameCompilationUnitProcessor.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.rename.RenameCompilationUnitProcessor,getRefactoredResource/1[org.eclipse.jdt.ls.core.internal.corext.refactoring.rename.IResource],false,325,2,1,0,1,2,1,6,2,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,10,1,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\rename\RenameCompilationUnitProcessor.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.rename.RenameCompilationUnitProcessor,removeFileNameExtension/1[java.lang.String],false,427,0,5,5,0,2,2,6,2,0,1,2,0,0,0,1,0,0,2,2,0,0,1,0,0,0,17,10,0,true
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\rename\RenameCompilationUnitProcessor.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.rename.RenameCompilationUnitProcessor,getUpdateReferences/0,false,224,1,2,1,1,2,1,6,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9,1,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\rename\RenameCompilationUnitProcessor.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.rename.RenameCompilationUnitProcessor,canEnableSimilarDeclarationUpdating/0,false,276,1,1,0,1,2,1,8,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,11,1,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\rename\RenameCompilationUnitProcessor.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.rename.RenameCompilationUnitProcessor,getAffectedProjectNatures/0,false,106,0,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\rename\RenameCompilationUnitProcessor.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.rename.RenameCompilationUnitProcessor,getUpdateQualifiedNames/0,false,242,1,1,0,1,2,1,6,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,10,1,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\rename\RenameCompilationUnitProcessor.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.rename.RenameCompilationUnitProcessor,checkInitialConditions/1[org.eclipse.jdt.ls.core.internal.corext.refactoring.rename.IProgressMonitor],false,343,3,1,0,1,6,3,13,3,0,1,3,0,0,0,2,0,0,0,0,4,0,1,0,0,0,18,1,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\rename\RenameCompilationUnitProcessor.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.rename.RenameCompilationUnitProcessor,computeRenameModifications/0,false,116,7,10,0,10,3,8,10,1,3,0,8,4,1,0,1,0,0,0,0,3,0,1,0,0,0,18,4,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\rename\RenameCompilationUnitProcessor.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.rename.RenameCompilationUnitProcessor,getUpdateSimilarDeclarations/0,false,293,1,2,1,1,2,1,6,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,10,1,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\rename\RenameCompilationUnitProcessor.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.rename.RenameCompilationUnitProcessor,getCurrentElementQualifier/0,false,153,1,0,0,0,1,2,4,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\rename\RenameCompilationUnitProcessor.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.rename.RenameCompilationUnitProcessor,checkNewElementName/1[java.lang.String],false,159,3,2,0,2,3,7,12,1,2,1,7,1,1,0,0,0,0,1,0,2,0,1,0,0,0,18,1,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\rename\RenameCompilationUnitProcessor.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.rename.RenameCompilationUnitProcessor,getElements/0,false,111,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\rename\RenameCompilationUnitProcessor.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.rename.RenameCompilationUnitProcessor,isWillRenameType/0,false,523,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\rename\RenameCompilationUnitProcessor.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.rename.RenameCompilationUnitProcessor,setUpdateQualifiedNames/1[boolean],false,250,1,1,0,1,2,1,6,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,10,1,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\rename\RenameCompilationUnitProcessor.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.rename.RenameCompilationUnitProcessor,getSimilarElements/0,false,317,2,2,1,1,2,1,6,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8,1,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\rename\RenameCompilationUnitProcessor.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.rename.RenameCompilationUnitProcessor,getProcessorName/0,false,101,0,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\rename\RenameCompilationUnitProcessor.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.rename.RenameCompilationUnitProcessor,setUpdateReferences/1[boolean],false,217,1,1,0,1,2,1,5,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9,1,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\rename\RenameCompilationUnitProcessor.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.rename.RenameCompilationUnitProcessor,isApplicable/0,false,96,1,1,0,1,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\rename\RenameCompilationUnitProcessor.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.rename.RenameCompilationUnitProcessor,getNewElement/0,false,181,2,1,0,1,2,5,7,2,1,0,5,0,0,0,1,0,0,0,0,1,0,1,0,0,0,10,1,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\rename\RenameCompilationUnitProcessor.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.rename.RenameCompilationUnitProcessor,getSaveMode/0,false,141,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\rename\RenameCompilationUnitProcessor.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.rename.RenameCompilationUnitProcessor,getCurrentElementName/0,false,148,1,1,0,1,1,1,3,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\rename\RenameCompilationUnitProcessor.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.rename.RenameCompilationUnitProcessor,getFilePatterns/0,false,258,1,1,0,1,2,1,6,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8,1,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\rename\RenameCompilationUnitProcessor.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.rename.RenameCompilationUnitProcessor,createChange/1[org.eclipse.jdt.ls.core.internal.corext.refactoring.rename.IProgressMonitor],false,435,15,4,0,4,4,26,40,3,17,1,26,0,0,0,1,0,0,0,0,18,0,1,0,0,0,43,1,0,false
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\corext\refactoring\rename\RenameCompilationUnitProcessor.java,org.eclipse.jdt.ls.core.internal.corext.refactoring.rename.RenameCompilationUnitProcessor,getTypeWithTheSameName/0,false,403,2,2,1,1,4,4,14,3,1,0,4,1,2,1,0,1,0,0,0,1,0,3,0,0,0,17,2,0,false
